artist_id,genre,genre_id,masterGenre_id
35,r&b,20,6
36,pop rap,7,4
36,trap music,63,4
37,dirty south rap,101,4
37,southern hip hop,61,4
38,contemporary country,10,5
39,electronic,31,1
39,trip hop,34,4
40,indie r&b,23,6
40,shimmer psych,120,3
41,future garage,107,1
42,gangster rap,82,4
42,rap,8,4
43,indie pop,45,2
45,electropowerpop,91,1
46,chillwave,51,1
30,indietronica,55,3
37,trap music,63,4
37,trap music,63,4
38,modern country rock,140,7
39,big beat,28,1
40,indie dream pop,118,2
40,shiver pop,121,2
42,hardcore hip hop,169,4
45,punk christmas,84,7
45,screamo,105,7
46,shiver pop,121,2
30,lo-fi,47,1
37,crunk,96,4
38,country road,13,5
38,lift kit,130,
39,ninja,65,1
39,turntablism,68,1
40,shimmer pop,56,2
40,indie dream pop,118,2
42,hip pop,58,2
42,gangster rap,82,4
30,noise pop,72,2
32,hip house,94,4
32,europop,88,2
33,folk-pop,42,2
34,progressive house,95,1
34,house,3,1
35,dance pop,18,2
36,trap music,63,4
36,southern hip hop,61,4
37,hip pop,58,2
37,gangster rap,82,4
39,turntablism,68,1
39,downtempo,97,
40,chillwave,51,1
42,pop rap,7,4
42,pop rap,7,4
45,screamo,105,7
45,pop punk,98,7
46,indietronica,55,3
30,slow core,138,1
32,eurodance,99,1
34,electro house,2,1
35,r&b,20,6
35,pop,4,2
36,southern hip hop,61,4
36,rap,8,4
37,pop rap,7,4
37,hip pop,58,2
39,big beat,28,1
41,indie r&b,23,6
42,crunk,96,4
42,hardcore hip hop,169,4
30,nu gaze,73,1
32,bubblegum dance,103,1
32,bubblegum dance,103,1
33,neo mellow,48,3
33,indie folk,5,3
34,edm,1,1
34,edm,1,1
35,pop rap,7,4
35,pop rap,7,4
36,detroit hip hop,62,4
36,pop rap,7,4
37,rap,8,4
37,pop rap,7,4
38,lift kit,130,
38,country road,13,5
39,nu jazz,67,1
39,ninja,65,1
40,chillwave,51,1
40,indie r&b,23,6
41,future garage,107,1
41,indie r&b,23,6
42,dirty south rap,101,4
42,hip hop,87,4
43,indie poptimism,102,2
43,indie poptimism,102,2
44,tropical house,26,1
45,metalcore,86,7
45,punk christmas,84,7
46,indie dream pop,118,2
30,neo-psychedelic,71,3
31,stomp and flutter,6,3
32,eurodance,99,1
32,german techno,92,1
33,fingerstyle,57,
33,fingerstyle,57,
34,big room,100,1
34,big room,100,1
36,detroit hip hop,62,4
37,southern hip hop,61,4
37,dirty south rap,101,4
39,trip hop,34,4
39,electronic,31,1
40,shiver pop,121,2
42,rap,8,4
42,crunk,96,4
30,synthpop,33,1
32,german techno,92,1
33,indie folk,5,3
34,house,3,1
35,dance pop,18,2
36,rap,8,4
37,gangster rap,82,4
37,rap,8,4
42,southern hip hop,61,4
42,southern hip hop,61,4
45,electropowerpop,91,1
46,shimmer psych,120,3
37,crunk,96,4
38,contemporary country,10,5
38,modern country rock,140,7
39,downtempo,97,
39,nu jazz,67,1
40,shimmer psych,120,3
40,shimmer pop,56,2
42,hip hop,87,4
42,hip pop,58,2
43,indie pop,45,2
44,tropical house,26,1
45,pop punk,98,7
45,metalcore,86,7
42,dirty south rap,101,4
46,chillwave,51,1
46,indie dream pop,118,2
46,shimmer psych,120,3
46,indietronica,55,3
46,shiver pop,121,2
47,dance pop,18,2
47,pop,4,2
47,pop rap,7,4
47,post-teen pop,25,2
47,dance pop,18,2
47,pop rap,7,4
47,pop,4,2
47,post-teen pop,25,2
48,trap music,63,4
48,rap,8,4
48,trap music,63,4
48,rap,8,4
49,turntablism,68,1
49,turntablism,68,1
51,edm,1,1
51,electro house,2,1
51,pop,4,2
51,house,3,1
51,edm,1,1
51,house,3,1
51,electro house,2,1
51,pop,4,2
52,pop,4,2
52,metropopolis,24,1
52,metropopolis,24,1
52,pop,4,2
53,trap music,63,4
53,trap music,63,4
54,lift kit,130,
54,lift kit,130,
55,hip hop,87,4
55,indie r&b,23,6
55,rap,8,4
55,southern hip hop,61,4
55,pop rap,7,4
55,trap music,63,4
55,underground hip hop,83,4
55,hip hop,87,4
55,pop rap,7,4
55,indie r&b,23,6
55,southern hip hop,61,4
55,rap,8,4
55,underground hip hop,83,4
55,trap music,63,4
56,downtempo,97,
56,indie r&b,23,6
56,shiver pop,121,2
56,downtempo,97,
56,indie r&b,23,6
56,shiver pop,121,2
57,pop rap,7,4
57,rap,8,4
57,pop rap,7,4
57,rap,8,4
58,candy pop,22,2
58,dance pop,18,2
58,metropopolis,24,1
58,indie r&b,23,6
58,pop,4,2
58,post-teen pop,25,2
58,tropical house,26,1
58,candy pop,22,2
58,indie r&b,23,6
58,dance pop,18,2
58,metropopolis,24,1
58,pop,4,2
58,post-teen pop,25,2
58,tropical house,26,1
59,indietronica,55,3
59,shimmer pop,56,2
59,indietronica,55,3
59,shimmer pop,56,2
60,australian alternative rock,80,7
60,downtempo,97,
60,indie r&b,23,6
60,australian alternative rock,80,7
60,downtempo,97,
60,indie r&b,23,6
62,hip hop,87,4
62,indie r&b,23,6
62,pop rap,7,4
62,southern hip hop,61,4
62,rap,8,4
62,trap music,63,4
63,gauze pop,74,2
63,nu disco,38,1
62,indie r&b,23,6
62,hip hop,87,4
62,pop rap,7,4
62,rap,8,4
62,southern hip hop,61,4
62,trap music,63,4
63,gauze pop,74,2
63,nu disco,38,1
64,pop christmas,19,2
64,pop,4,2
64,dance pop,18,2
64,pop rap,7,4
64,r&b,20,6
64,soul christmas,21,6
64,rap,8,4
63,gauze pop,74,2
63,nu disco,38,1
64,dance pop,18,2
64,pop,4,2
64,pop christmas,19,2
64,pop rap,7,4
64,r&b,20,6
64,rap,8,4
64,soul christmas,21,6
65,nu disco,38,1
65,tropical house,26,1
64,dance pop,18,2
64,pop,4,2
64,pop christmas,19,2
64,pop rap,7,4
64,rap,8,4
64,r&b,20,6
64,soul christmas,21,6
65,nu disco,38,1
65,tropical house,26,1
66,deep groove house,162,1
65,nu disco,38,1
65,tropical house,26,1
66,deep groove house,162,1
67,chamber pop,40,2
67,indie folk,5,3
67,folk-pop,42,2
67,indie pop,45,2
67,la indie,75,3
67,indie rock,46,3
67,stomp and holler,50,
66,deep groove house,162,1
67,chamber pop,40,2
67,folk-pop,42,2
67,indie pop,45,2
67,indie folk,5,3
67,la indie,75,3
67,indie rock,46,3
67,stomp and holler,50,
68,permanent wave,178,1
68,pop,4,2
68,pop christmas,19,2
68,rock,112,7
67,chamber pop,40,2
67,folk-pop,42,2
67,indie folk,5,3
67,la indie,75,3
67,indie pop,45,2
67,indie rock,46,3
67,stomp and holler,50,
68,permanent wave,178,1
68,pop christmas,19,2
68,pop,4,2
68,rock,112,7
69,freak folk,70,8
69,neo-psychedelic,71,3
69,kiwi rock,152,7
68,permanent wave,178,1
68,pop,4,2
68,pop christmas,19,2
68,rock,112,7
69,freak folk,70,8
69,kiwi rock,152,7
69,neo-psychedelic,71,3
70,alternative dance,27,2
70,brooklyn indie,69,3
70,chillwave,51,1
70,chamber pop,40,2
70,dream pop,52,2
70,indie pop,45,2
70,freak folk,70,8
70,indie r&b,23,6
70,indie rock,46,3
70,indietronica,55,3
70,neo-psychedelic,71,3
70,indie pop,45,2
70,synthpop,33,1
70,chamber pop,40,2
73,electro house,2,1
73,progressive electro house,89,1
73,dutch house,174,1
81,indie rock,46,3
81,indie pop,45,2
81,indie christmas,44,3
81,stomp and holler,50,
84,brooklyn indie,69,3
84,new weird america,150,1
84,experimental rock,128,7
84,new weird america,150,1
84,freak folk,70,8
84,indietronica,55,3
90,electro house,2,1
91,alternative hip hop,108,4
93,electro house,2,1
94,anti-folk,136,
94,singer-songwriter,77,8
93,house,3,1
94,chamber pop,40,2
94,singer-songwriter,77,8
94,folk-pop,42,2
96,vocal house,35,1
96,disco house,29,1
96,trance,139,1
99,pop rap,7,4
99,pop rap,7,4
101,talent show,188,
102,indie r&b,23,6
101,talent show,188,
102,pop,4,2
102,trip hop,34,4
103,underground hip hop,83,4
104,aussietronica,36,1
103,underground hip hop,83,4
105,indietronica,55,3
106,australian dance,37,1
105,pop,4,2
107,dubstep,190,1
108,indie r&b,23,6
107,edm,1,1
108,indietronica,55,3
109,indie rock,46,3
108,indietronica,55,3
109,pop,4,2
110,neo soul,59,6
109,pop,4,2
110,rap,8,4
110,pop,4,2
70,new rave,32,1
70,freak folk,70,8
70,new rave,32,1
70,freak folk,70,8
70,nu gaze,73,1
73,house,3,1
73,progressive house,95,1
73,progressive house,95,1
74,electronic,31,1
75,rap,8,4
75,underground hip hop,83,4
75,indie r&b,23,6
76,indie folk,5,3
77,house,3,1
77,electro house,2,1
81,indie christmas,44,3
81,lo-fi,47,1
81,stomp and holler,50,
81,folk christmas,41,8
81,neo mellow,48,3
84,chillwave,51,1
84,indietronica,55,3
84,indie folk,5,3
84,lo-fi,47,1
84,indie pop,45,2
84,noise rock,134,7
88,progressive house,95,1
88,disco house,29,1
91,southern hip hop,61,4
91,southern hip hop,61,4
91,rap,8,4
94,indie pop,45,2
93,electro house,2,1
94,freak folk,70,8
94,chamber pop,40,2
94,singer-songwriter,77,8
96,edm,1,1
96,vocal house,35,1
96,progressive electro house,89,1
108,wonky,66,1
108,glitch hop,64,1
108,trip hop,34,4
109,synthpop,33,1
110,pop rap,7,4
109,la indie,75,3
111,vapor pop,109,2
110,neo soul,59,6
70,noise pop,72,2
69,neo-psychedelic,71,3
70,alternative dance,27,2
70,noise pop,72,2
70,chillwave,51,1
70,shimmer pop,56,2
72,trap music,63,4
72,rap,8,4
73,big room,100,1
73,moombahton,131,
74,electro house,2,1
73,electro house,2,1
74,electro house,2,1
75,pop rap,7,4
74,electronic,31,1
75,pop rap,7,4
76,indie folk,5,3
75,detroit hip hop,62,4
77,dance pop,18,2
76,shimmer pop,56,2
77,edm,1,1
77,dance pop,18,2
81,folk christmas,41,8
81,indie folk,5,3
81,garage rock,43,7
84,freak folk,70,8
84,noise pop,72,2
84,dream pop,52,2
84,stomp and holler,50,
85,pop,4,2
84,anti-folk,136,
84,new weird america,150,1
85,pop,4,2
87,pop rap,7,4
87,pop rap,7,4
88,disco house,29,1
89,electro house,2,1
88,electro house,2,1
89,tropical house,26,1
90,big room,100,1
90,big room,100,1
91,hip hop,87,4
91,pop rap,7,4
92,pop,4,2
91,alternative hip hop,108,4
92,pop,4,2
93,electro house,2,1
94,folk-pop,42,2
94,indie folk,5,3
94,indie folk,5,3
96,progressive electro house,89,1
96,edm,1,1
96,vocal house,35,1
98,tropical house,26,1
97,tropical house,26,1
98,tropical house,26,1
99,rap,8,4
99,pop rap,7,4
101,pop,4,2
101,pop,4,2
102,escape room,53,1
103,escape room,53,1
102,pop,4,2
103,escape room,53,1
103,rap,8,4
104,australian dance,37,1
105,alternative dance,27,2
104,australian dance,37,1
105,alternative dance,27,2
105,indietronica,55,3
106,australian alternative rock,80,7
107,edm,1,1
106,downtempo,97,
107,brostep,157,1
108,escape room,53,1
108,wonky,66,1
109,folk-pop,42,2
108,indie r&b,23,6
109,alternative dance,27,2
109,alternative dance,27,2
110,pop,4,2
110,dance pop,18,2
111,indie r&b,23,6
113,big room,100,1
114,deep indie r&b,79,3
113,big room,100,1
70,shimmer pop,56,2
70,dream pop,52,2
70,alternative dance,27,2
70,neo-psychedelic,71,3
73,progressive electro house,89,1
72,rap,8,4
73,edm,1,1
74,electronic,31,1
73,house,3,1
75,alternative hip hop,108,4
76,folk-pop,42,2
75,rap,8,4
77,pop,4,2
77,dance pop,18,2
79,vapor pop,109,2
81,chamber pop,40,2
81,neo mellow,48,3
81,folk-pop,42,2
81,alternative rock,39,7
84,anti-folk,136,
84,indie rock,46,3
84,indie r&b,23,6
84,nu gaze,73,1
85,tropical house,26,1
84,brooklyn indie,69,3
84,neo-psychedelic,71,3
94,la indie,75,3
94,indie rock,46,3
94,new americana,76,
96,progressive house,95,1
96,electro house,2,1
96,progressive house,95,1
108,trip hop,34,4
107,electro house,2,1
108,glitch,144,1
109,pop,4,2
108,glitch,144,1
70,nu gaze,73,1
69,kiwi rock,152,7
70,chamber pop,40,2
70,indietronica,55,3
72,trap music,63,4
73,dutch house,174,1
74,filter house,93,1
73,big room,100,1
74,electro,148,1
75,indie r&b,23,6
75,southern hip hop,61,4
76,folk-pop,42,2
77,disco house,29,1
76,folk-pop,42,2
77,disco house,29,1
77,edm,1,1
79,vapor pop,109,2
80,escape room,53,1
79,vapor pop,109,2
80,escape room,53,1
81,alternative rock,39,7
80,escape room,53,1
81,chamber pop,40,2
81,lo-fi,47,1
84,experimental rock,128,7
84,nu gaze,73,1
84,anti-folk,136,
84,noise pop,72,2
84,dream pop,52,2
84,stomp and holler,50,
85,pop,4,2
85,indie r&b,23,6
87,canadian pop,161,2
88,house,3,1
87,canadian pop,161,2
88,house,3,1
89,tropical house,26,1
88,disco house,29,1
90,house,3,1
89,tropical house,26,1
90,electro house,2,1
91,indie r&b,23,6
90,big room,100,1
91,indie r&b,23,6
91,southern hip hop,61,4
92,pop,4,2
93,edm,1,1
93,edm,1,1
94,freak folk,70,8
94,indietronica,55,3
94,freak folk,70,8
96,house,3,1
96,house,3,1
96,electronic,31,1
101,dance pop,18,2
102,escape room,53,1
103,underground hip hop,83,4
102,indie r&b,23,6
103,rap,8,4
104,australian dance,37,1
103,escape room,53,1
104,aussietronica,36,1
105,pop,4,2
104,nu disco,38,1
105,indietronica,55,3
106,australian alternative rock,80,7
105,alternative dance,27,2
106,australian dance,37,1
107,brostep,157,1
106,australian dance,37,1
107,edm,1,1
108,glitch,144,1
107,dubstep,190,1
108,escape room,53,1
109,synthpop,33,1
108,escape room,53,1
109,la indie,75,3
110,indie r&b,23,6
109,indietronica,55,3
110,dance pop,18,2
110,pop rap,7,4
111,indie r&b,23,6
112,pop rap,7,4
111,vapor pop,109,2
112,rap,8,4
113,edm,1,1
112,underground pop rap,9,4
113,big room,100,1
113,edm,1,1
114,indie r&b,23,6
70,synthpop,33,1
69,freak folk,70,8
70,chillwave,51,1
70,nu gaze,73,1
70,dream pop,52,2
70,synthpop,33,1
72,trap music,63,4
73,edm,1,1
73,house,3,1
74,house,3,1
73,edm,1,1
75,underground hip hop,83,4
74,electro house,2,1
75,southern hip hop,61,4
76,indie r&b,23,6
75,pop rap,7,4
76,shimmer pop,56,2
77,edm,1,1
77,disco house,29,1
81,indie pop,45,2
81,indie christmas,44,3
81,indie rock,46,3
84,indie folk,5,3
84,neo-psychedelic,71,3
84,freak folk,70,8
85,indie r&b,23,6
84,chillwave,51,1
84,lo-fi,47,1
87,hip hop,87,4
88,progressive house,95,1
88,filter house,93,1
90,house,3,1
91,alternative hip hop,108,4
91,hip hop,87,4
94,indietronica,55,3
94,indie pop,45,2
94,la indie,75,3
96,electronic,31,1
96,progressive house,95,1
96,edm,1,1
98,tropical house,26,1
99,rap,8,4
99,rap,8,4
101,post-teen pop,25,2
101,post-teen pop,25,2
102,trip hop,34,4
101,pop,4,2
102,trip hop,34,4
102,escape room,53,1
106,aussietronica,36,1
107,house,3,1
108,glitch hop,64,1
107,house,3,1
108,alternative hip hop,108,4
109,folk-pop,42,2
110,rap,8,4
109,folk-pop,42,2
70,brooklyn indie,69,3
70,neo-psychedelic,71,3
70,indie pop,45,2
70,new rave,32,1
73,progressive house,95,1
73,electro house,2,1
74,house,3,1
75,detroit hip hop,62,4
75,detroit hip hop,62,4
76,indie r&b,23,6
77,house,3,1
77,pop,4,2
77,pop rap,7,4
81,garage rock,43,7
81,stomp and holler,50,
81,folk christmas,41,8
81,neo mellow,48,3
81,folk-pop,42,2
81,pop rock,49,7
84,chamber pop,40,2
84,lo-fi,47,1
84,indie pop,45,2
84,noise rock,134,7
84,chamber pop,40,2
84,indie rock,46,3
94,new americana,76,
94,new americana,76,
94,indie pop,45,2
96,disco house,29,1
96,big room,100,1
97,tropical house,26,1
96,disco house,29,1
97,tropical house,26,1
99,trap music,63,4
99,trap music,63,4
99,trap music,63,4
101,talent show,188,
102,deep indie r&b,79,3
102,deep indie r&b,79,3
104,nu disco,38,1
104,nu disco,38,1
105,synthpop,33,1
105,synthpop,33,1
106,downtempo,97,
106,downtempo,97,
107,electro house,2,1
107,dubstep,190,1
108,indietronica,55,3
108,trip hop,34,4
109,indietronica,55,3
108,wonky,66,1
109,indie pop,45,2
110,indie r&b,23,6
112,underground pop rap,9,4
112,pop rap,7,4
113,tropical house,26,1
113,house,3,1
114,deep indie r&b,79,3
70,indie r&b,23,6
70,indie r&b,23,6
81,lo-fi,47,1
81,garage rock,43,7
81,indie pop,45,2
84,dream pop,52,2
84,noise rock,134,7
84,chillwave,51,1
84,neo-psychedelic,71,3
84,experimental rock,128,7
84,nu gaze,73,1
85,indie r&b,23,6
87,hip hop,87,4
87,hip hop,87,4
88,filter house,93,1
87,pop rap,7,4
88,edm,1,1
88,house,3,1
89,electro house,2,1
90,electro house,2,1
89,electro house,2,1
90,edm,1,1
91,rap,8,4
90,edm,1,1
91,hip hop,87,4
91,underground hip hop,83,4
93,house,3,1
93,house,3,1
94,chamber pop,40,2
94,stomp and holler,50,
93,edm,1,1
94,folk-pop,42,2
94,indietronica,55,3
96,electro house,2,1
96,electronic,31,1
96,electro house,2,1
101,dance pop,18,2
101,dance pop,18,2
102,pop,4,2
101,post-teen pop,25,2
102,indie r&b,23,6
103,rap,8,4
102,deep indie r&b,79,3
104,aussietronica,36,1
105,pop,4,2
106,aussietronica,36,1
105,synthpop,33,1
106,aussietronica,36,1
107,house,3,1
106,australian alternative rock,80,7
107,electro house,2,1
108,alternative hip hop,108,4
109,alternative dance,27,2
108,alternative hip hop,108,4
109,indietronica,55,3
110,dance pop,18,2
109,indie rock,46,3
110,pop rap,7,4
111,indie r&b,23,6
110,indie r&b,23,6
112,pop rap,7,4
113,edm,1,1
113,tropical house,26,1
70,indie rock,46,3
70,shimmer pop,56,2
70,brooklyn indie,69,3
70,noise pop,72,2
73,moombahton,131,
73,big room,100,1
73,progressive electro house,89,1
74,electro,148,1
75,southern hip hop,61,4
74,house,3,1
75,alternative hip hop,108,4
75,underground hip hop,83,4
76,indie folk,5,3
77,electro house,2,1
77,pop rap,7,4
77,pop,4,2
81,folk-pop,42,2
81,pop rock,49,7
81,alternative rock,39,7
81,pop rock,49,7
81,chamber pop,40,2
84,indie pop,45,2
84,brooklyn indie,69,3
84,indie rock,46,3
84,indie folk,5,3
84,noise pop,72,2
87,canadian pop,161,2
88,edm,1,1
88,filter house,93,1
88,edm,1,1
91,underground hip hop,83,4
90,house,3,1
91,rap,8,4
91,indie r&b,23,6
94,indie folk,5,3
94,la indie,75,3
94,indie rock,46,3
96,trance,139,1
96,progressive electro house,89,1
96,house,3,1
107,brostep,157,1
108,indie r&b,23,6
109,la indie,75,3
108,glitch hop,64,1
110,pop,4,2
109,indie pop,45,2
70,indietronica,55,3
70,indie rock,46,3
72,rap,8,4
73,dutch house,174,1
74,electro,148,1
73,moombahton,131,
74,filter house,93,1
75,indie r&b,23,6
74,filter house,93,1
75,rap,8,4
76,shimmer pop,56,2
75,alternative hip hop,108,4
77,pop rap,7,4
76,indie r&b,23,6
77,electro house,2,1
77,house,3,1
81,indie folk,5,3
81,indie rock,46,3
81,indie folk,5,3
84,indie r&b,23,6
84,stomp and holler,50,
84,chamber pop,40,2
84,indietronica,55,3
84,indie r&b,23,6
85,tropical house,26,1
85,tropical house,26,1
87,rap,8,4
87,rap,8,4
88,electro house,2,1
87,rap,8,4
88,electro house,2,1
88,progressive house,95,1
90,edm,1,1
91,pop rap,7,4
91,underground hip hop,83,4
91,pop rap,7,4
94,indie rock,46,3
94,anti-folk,136,
94,stomp and holler,50,
94,anti-folk,136,
94,stomp and holler,50,
96,big room,100,1
96,trance,139,1
96,big room,100,1
108,turntablism,68,1
108,turntablism,68,1
109,indie pop,45,2
108,turntablism,68,1
109,indie rock,46,3
109,synthpop,33,1
110,neo soul,59,6
110,rap,8,4
111,vapor pop,109,2
112,rap,8,4
112,underground pop rap,9,4
113,house,3,1
112,rap,8,4
113,tropical house,26,1
114,indie r&b,23,6
113,house,3,1
115,gauze pop,74,2
115,indie r&b,23,6
114,deep indie r&b,79,3
114,indie r&b,23,6
115,gauze pop,74,2
115,indie r&b,23,6
116,nu disco,38,1
115,indie r&b,23,6
115,gauze pop,74,2
116,nu disco,38,1
117,chillwave,51,1
117,indie r&b,23,6
116,nu disco,38,1
117,indie r&b,23,6
117,chillwave,51,1
118,gauze pop,74,2
118,indie r&b,23,6
118,indietronica,55,3
118,shiver pop,121,2
117,chillwave,51,1
117,indie r&b,23,6
118,shiver pop,121,2
118,gauze pop,74,2
118,indie r&b,23,6
118,indietronica,55,3
119,indietronica,55,3
119,nu disco,38,1
119,shimmer pop,56,2
119,tropical house,26,1
118,gauze pop,74,2
118,indie r&b,23,6
118,indietronica,55,3
118,shiver pop,121,2
119,indietronica,55,3
119,nu disco,38,1
119,shimmer pop,56,2
119,tropical house,26,1
120,australian alternative rock,80,7
120,neo mellow,48,3
120,folk-pop,42,2
120,pop,4,2
119,indietronica,55,3
119,nu disco,38,1
119,shimmer pop,56,2
119,tropical house,26,1
120,australian alternative rock,80,7
120,folk-pop,42,2
120,pop,4,2
120,neo mellow,48,3
121,brooklyn indie,69,3
121,indie poptimism,102,2
121,metropopolis,24,1
120,australian alternative rock,80,7
120,folk-pop,42,2
120,neo mellow,48,3
120,pop,4,2
121,brooklyn indie,69,3
121,metropopolis,24,1
121,indie poptimism,102,2
122,underground pop rap,9,4
121,indie poptimism,102,2
121,brooklyn indie,69,3
121,metropopolis,24,1
122,underground pop rap,9,4
123,alternative dance,27,2
123,chamber pop,40,2
123,chillwave,51,1
123,grave wave,54,1
123,freak folk,70,8
123,indie pop,45,2
123,indie r&b,23,6
123,metropopolis,24,1
123,indietronica,55,3
123,neo-psychedelic,71,3
123,noise pop,72,2
123,synthpop,33,1
122,underground pop rap,9,4
123,chamber pop,40,2
123,alternative dance,27,2
123,freak folk,70,8
123,chillwave,51,1
123,grave wave,54,1
123,indie pop,45,2
123,indietronica,55,3
123,indie r&b,23,6
123,neo-psychedelic,71,3
123,metropopolis,24,1
123,noise pop,72,2
123,synthpop,33,1
124,anti-folk,136,
124,chamber pop,40,2
124,brooklyn indie,69,3
124,chillwave,51,1
124,dream pop,52,2
124,dance-punk,90,1
124,folk-pop,42,2
124,freak folk,70,8
124,indie pop,45,2
124,indie folk,5,3
124,indie rock,46,3
124,indietronica,55,3
124,lo-fi,47,1
124,neo-psychedelic,71,3
124,new weird america,150,1
124,nu gaze,73,1
124,slow core,138,1
124,noise pop,72,2
124,stomp and holler,50,
123,chamber pop,40,2
123,alternative dance,27,2
123,freak folk,70,8
123,chillwave,51,1
123,indie pop,45,2
123,grave wave,54,1
123,indie r&b,23,6
123,metropopolis,24,1
256,r&b,20,6
123,indietronica,55,3
123,noise pop,72,2
124,anti-folk,136,
124,neo-psychedelic,71,3
124,freak folk,70,8
124,nu gaze,73,1
136,dance pop,18,2
137,rap,8,4
137,southern hip hop,61,4
139,rap,8,4
140,southern hip hop,61,4
140,southern hip hop,61,4
142,neo soul,59,6
142,neo soul,59,6
143,indie r&b,23,6
142,neo soul,59,6
143,indie r&b,23,6
143,indie r&b,23,6
145,gangster rap,82,4
145,southern hip hop,61,4
146,trap music,63,4
145,east coast hip hop,81,4
151,indietronica,55,3
151,alternative dance,27,2
151,new rave,32,1
153,electro house,2,1
153,synthpop,33,1
154,indie r&b,23,6
153,electronic,31,1
156,pop rap,7,4
157,southern hip hop,61,4
157,rap,8,4
159,deep indie r&b,79,3
160,indie r&b,23,6
161,neo-psychedelic,71,3
160,indietronica,55,3
161,freak folk,70,8
161,nu gaze,73,1
162,underground hip hop,83,4
162,underground hip hop,83,4
164,tropical house,26,1
165,hip hop,87,4
165,trap music,63,4
166,minimal dub,127,
165,pop rap,7,4
169,progressive house,95,1
169,uplifting trance,153,1
170,country christmas,12,5
169,uplifting trance,153,1
170,country christmas,12,5
170,outlaw country,15,5
173,rap,8,4
173,pop rap,7,4
174,experimental rock,128,7
174,indie rock,46,3
174,space rock,129,7
